,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice,LotFrontagenan,MasVnrAreanan,GarageYrBltnan
1184,1185,20,2,3.912023005428146,10.466896138710247,1,1,3,3,0,3,1,22,2,0,0,1,5,4,44,44,1,0,4,4,1,226.0,3,3,1,4,4,1,5,1159,6,0,413,1572,0,2,1,3,7.360103972989152,0,0,7.360103972989152,1,0,1,1,3,1,3,5,4,2,5,5,44.0,2,3,995,3,3,2,0,263,0,0,263,0,0,2,1,0,5,2007,3,2,12.137258329529814,0,0,0
1185,1186,50,2,4.0943445622221,9.183791036742646,0,1,3,3,0,3,0,6,2,0,0,0,5,7,82,56,0,0,0,0,2,0.0,3,1,0,4,4,4,1,392,6,0,392,784,0,2,1,3,6.855408798609928,272,0,7.107425474110705,1,0,1,0,4,1,3,7,4,0,3,0,41.0,3,1,392,3,3,2,0,0,236,0,0,0,0,2,1,0,3,2006,3,2,11.560762794384388,0,0,0
1186,1187,190,2,4.672828834461906,9.270023374137356,0,1,0,0,0,0,1,15,0,1,1,2,3,5,109,39,0,0,3,3,2,0.0,3,3,1,1,4,3,1,440,6,0,538,978,0,4,1,3,6.921658184151129,685,0,7.4377951216719325,1,0,2,0,3,2,3,7,4,0,3,5,89.0,3,2,420,0,0,2,0,74,0,0,0,0,0,2,1,0,8,2009,3,0,11.461632170582678,0,0,0
1187,1188,20,2,4.48863636973214,9.430359045942868,0,1,3,3,0,0,0,13,2,0,0,1,8,5,12,11,0,0,6,6,2,0.0,1,3,2,2,4,4,2,1456,6,0,168,1624,0,0,1,3,7.392647520721623,0,0,7.392647520721623,1,0,2,0,2,1,2,5,4,1,1,0,12.0,2,3,757,3,3,2,0,114,192,0,0,0,0,0,1,0,7,2006,3,2,12.476099782743233,0,0,0
1188,1189,60,2,4.219507705176107,9.097731427593528,0,1,0,3,0,3,0,4,2,0,0,2,7,5,7,7,0,0,8,8,1,95.0,1,3,2,2,4,4,6,0,6,0,831,831,0,0,1,3,6.7226297948554485,829,0,7.414572881350589,0,0,2,1,3,1,2,7,4,0,3,0,7.0,2,2,493,3,3,2,144,68,0,0,0,0,0,2,1,0,7,2009,3,2,12.180754837545884,0,0,0
1189,1190,60,2,4.0943445622221,8.922658299524402,0,1,3,3,0,3,0,7,2,0,0,2,7,5,11,11,0,0,8,8,2,0.0,3,3,2,4,4,4,6,0,6,0,994,994,0,2,1,3,6.93537044601511,776,0,7.4977617006225685,0,0,2,1,3,1,2,7,4,1,5,0,11.0,0,2,442,3,3,2,140,60,0,0,0,0,0,2,1,0,6,2010,3,2,12.14950229404178,0,0,0
1190,1191,190,2,4.23410650459726,10.387856258239758,0,1,3,2,0,3,1,10,2,0,1,1,4,4,46,32,0,0,4,4,4,149.0,3,1,1,4,4,0,1,1159,6,0,90,1249,0,0,1,3,7.3914152346753585,0,0,7.3914152346753585,1,0,1,0,3,1,3,7,4,1,5,5,32.0,0,4,1356,3,3,2,439,0,0,0,0,0,0,2,1,0,3,2007,3,2,12.031719258385396,1,0,0
1191,1192,160,0,3.1780538303479458,7.8804263442924,0,2,3,3,0,3,0,20,2,0,3,2,8,5,8,7,0,0,4,4,1,456.0,1,3,2,2,4,4,6,0,6,0,776,776,0,0,1,3,6.638567789166521,677,0,7.273092595999522,0,0,2,1,2,1,2,5,4,0,3,3,8.0,3,2,492,3,3,2,206,0,0,0,0,0,0,2,1,0,11,2007,3,2,12.066810578196666,0,0,0
1192,1193,50,3,4.0943445622221,9.169518377455928,0,0,3,3,0,3,0,15,2,0,0,0,5,8,82,13,2,0,8,8,2,0.0,3,3,2,4,4,3,6,0,6,0,702,702,0,2,1,3,6.7357800142423265,630,0,7.294377299288821,0,0,1,0,3,1,2,6,4,0,3,3,82.0,3,1,250,3,0,1,0,0,84,0,0,0,0,1,1,0,7,2007,3,2,11.736069016284437,0,0,0
1193,1194,120,3,4.23410650459726,8.411832675758411,0,1,3,3,0,2,0,10,2,0,4,1,6,5,10,10,1,0,8,8,1,425.0,3,3,2,0,4,4,2,883,6,0,341,1224,0,0,1,3,7.1098794630722715,0,0,7.1098794630722715,1,0,2,0,2,1,3,5,4,0,3,0,10.0,0,2,402,3,3,2,0,304,0,0,0,0,0,2,1,0,6,2009,3,2,12.013700752882718,1,0,0
1194,1195,60,2,4.382026634673881,9.144627828610801,0,1,3,3,0,0,0,18,2,0,0,2,6,7,41,41,0,0,3,3,4,143.0,3,3,1,4,4,4,0,371,6,0,292,663,0,4,1,3,6.4967749901858625,689,0,7.20934025660291,0,0,1,1,4,1,3,7,4,0,3,0,41.0,0,1,299,3,3,2,379,36,0,0,0,0,0,3,1,0,3,2010,3,2,11.970350312009105,0,0,0
1195,1196,60,2,3.9318256327243257,8.990815266184685,0,1,0,3,0,3,0,7,2,0,0,2,6,5,3,3,0,0,8,8,2,0.0,3,3,2,2,4,4,6,0,6,0,728,728,0,0,1,3,6.590301048196686,728,0,7.283448228756631,0,0,2,1,3,1,2,8,4,0,3,0,3.0,0,2,400,3,3,2,100,24,0,0,0,0,0,2,1,0,7,2008,3,2,12.078239274020289,0,0,0
1196,1197,60,2,4.060443010546419,9.550662331752143,0,1,0,3,0,3,0,7,2,0,0,2,7,5,0,0,0,0,8,8,2,0.0,1,3,2,2,4,0,6,0,6,0,879,879,0,0,1,3,6.778784897685177,984,0,7.529943370601589,0,0,2,1,4,1,2,9,4,1,2,2,0.0,0,3,660,3,3,2,100,17,0,0,0,0,0,2,1,0,11,2006,1,3,12.297785453453374,0,0,0
1197,1198,75,3,4.174387269895637,9.088172738001974,0,1,0,0,0,0,0,15,2,0,0,3,7,6,90,56,0,0,4,4,2,0.0,3,3,0,4,4,4,6,0,6,0,815,815,0,0,1,3,6.703188113240863,875,0,7.432483807917119,0,0,1,0,3,1,3,7,4,1,2,3,90.0,3,1,225,3,3,2,0,0,330,0,0,0,0,2,1,0,7,2006,2,2,11.877568578558138,0,0,0
1198,1199,20,2,4.248495242049359,9.116029692504942,0,1,3,3,0,3,0,4,2,0,0,1,7,5,8,8,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,1212,1212,0,0,1,3,7.10002716662926,0,0,7.10002716662926,0,0,2,0,3,1,2,6,4,0,3,0,8.0,2,2,573,3,3,2,356,0,0,0,0,0,0,2,1,0,6,2009,3,2,12.089538829274222,0,0,0
1199,1200,20,2,4.31748811353631,9.326789184619429,0,1,3,3,0,3,0,18,2,0,0,1,4,5,43,27,0,0,3,3,1,51.0,3,3,1,4,4,4,5,547,6,0,504,1051,0,2,1,3,7.231287004327616,0,0,7.231287004327616,0,0,1,1,3,1,3,6,4,1,4,0,32.0,3,2,459,3,3,2,0,82,0,0,0,0,0,2,1,0,10,2006,3,2,11.904967552746252,0,0,0
1200,1201,20,2,4.2626798770413155,9.143452426434552,0,1,3,3,0,3,0,11,2,0,0,1,4,5,36,36,0,0,4,4,2,0.0,3,3,1,4,4,4,6,0,6,0,864,864,0,2,1,3,6.761572768804055,0,0,6.761572768804055,0,0,1,0,3,1,3,5,4,0,3,0,34.0,3,1,280,3,3,2,0,0,0,0,0,0,0,2,0,0,7,2006,2,0,11.661776411702583,0,0,0
1201,1202,60,2,4.382026634673881,9.249561085129464,0,1,3,3,0,0,0,4,2,0,0,2,7,5,11,11,0,0,8,8,2,0.0,3,3,2,2,4,0,6,0,6,0,866,866,0,0,1,3,6.763884908562435,913,0,7.483806687665835,0,0,2,1,3,1,2,6,4,0,3,0,11.0,2,2,546,3,3,2,198,36,0,0,0,0,0,2,1,0,3,2009,3,2,12.195517131590657,0,0,0
1202,1203,50,3,3.912023005428146,8.699514748210191,0,1,3,3,0,0,0,2,2,0,0,0,5,8,84,12,0,0,9,9,2,0.0,3,3,0,4,4,4,6,0,6,0,884,884,0,0,1,3,6.784457062637643,464,0,7.206377291472252,1,0,1,0,3,1,3,5,4,1,1,3,49.0,3,1,216,3,3,0,0,0,208,0,0,0,0,2,1,0,5,2009,3,2,11.669929213779893,0,0,0
1203,1204,20,2,4.31748811353631,9.185022563991893,0,1,3,3,0,3,0,4,2,0,0,1,7,5,9,8,0,0,8,8,1,171.0,1,3,2,2,4,4,6,0,6,0,1630,1630,0,0,1,3,7.396335293800808,0,0,7.396335293800808,0,0,2,0,3,1,2,6,4,1,5,0,9.0,3,2,451,3,3,2,74,234,0,0,0,0,0,2,1,0,10,2009,3,2,12.269047444691562,0,0,0
1204,1205,20,2,4.356708826689592,9.224243277145174,0,1,3,3,0,3,0,12,2,0,0,1,5,6,31,31,0,0,3,3,2,0.0,3,3,1,2,4,4,0,788,6,0,268,1056,0,0,1,3,6.97914527506881,0,0,6.97914527506881,1,0,1,1,3,1,3,6,4,0,3,0,31.0,2,2,495,3,3,2,0,88,0,0,0,0,0,3,1,0,7,2006,3,2,11.941455846009388,0,0,0
1205,1206,20,2,4.499809670330265,9.594513744616725,0,1,0,3,0,1,0,19,2,0,0,1,7,7,19,18,1,0,3,3,1,234.0,1,3,1,2,4,3,0,485,1,177,1496,2158,0,2,1,3,7.694392802629421,0,0,7.694392802629421,0,0,2,0,3,1,2,7,4,1,5,0,19.0,2,3,701,3,3,2,84,70,0,0,0,0,0,2,1,0,6,2009,3,2,12.513189630620563,0,0,0
1206,1207,20,1,4.23410650459726,9.093806555720231,0,1,3,3,0,3,0,19,2,0,0,1,4,4,40,40,0,0,3,3,2,0.0,3,3,1,4,4,4,5,1056,6,0,0,1056,0,4,1,3,6.962243464266207,0,0,6.962243464266207,1,0,1,0,2,1,3,5,4,0,3,3,40.0,3,1,384,3,3,2,0,42,0,0,0,0,0,3,1,0,11,2006,3,2,11.580584113444043,1,0,0
1207,1208,20,2,4.248495242049359,9.119868468812108,0,1,3,3,0,3,0,4,2,0,0,1,6,5,3,3,0,0,8,8,1,120.0,1,3,2,2,4,0,2,340,6,0,1342,1682,0,0,1,3,7.438383530044307,0,0,7.438383530044307,1,0,2,0,3,1,2,7,4,0,3,0,3.0,2,2,544,3,3,2,192,23,0,0,0,0,0,2,1,0,5,2006,3,2,12.206072645530174,0,0,0
1208,1209,20,2,4.248495242049359,8.95712413640568,0,1,3,3,0,3,0,11,2,0,0,1,5,7,46,28,0,0,4,4,2,0.0,3,1,1,4,4,4,5,504,1,108,319,931,0,4,1,3,7.1569563646156364,0,0,7.1569563646156364,1,0,1,0,3,1,3,6,4,0,3,3,28.0,3,2,506,3,3,2,0,0,0,0,0,0,0,2,1,0,10,2008,3,2,11.84939770159144,0,0,0
1209,1210,20,2,4.442651256490317,9.228376734462282,0,1,0,3,0,1,0,20,5,0,0,1,8,5,0,0,1,0,8,8,4,420.0,1,3,2,0,4,3,2,1220,6,0,440,1660,0,0,1,3,7.414572881350589,0,0,7.414572881350589,1,0,2,0,3,1,2,8,4,1,2,0,0.0,2,2,500,3,3,2,322,50,0,0,0,0,0,2,1,0,5,2006,1,3,12.577636201962656,0,0,0
1210,1211,60,2,4.248495242049359,9.325274910068282,0,1,3,3,0,3,0,19,2,0,0,2,6,5,18,18,0,0,9,9,2,0.0,1,3,2,2,4,4,6,0,6,0,1055,1055,0,0,1,3,6.961296045910167,790,0,7.520234556474628,0,0,2,1,3,1,2,8,4,1,5,0,18.0,2,2,462,3,3,2,635,104,0,0,0,0,0,0,0,400,5,2010,3,2,12.14950229404178,0,0,0
1211,1212,50,2,5.0238805208462765,9.403766708502243,0,1,0,0,0,3,1,7,2,0,0,0,8,7,22,5,0,0,9,9,2,0.0,1,3,3,2,4,0,2,427,6,0,132,559,0,2,1,3,6.984716320118266,672,0,7.468513271496337,0,0,2,0,4,1,3,8,4,0,3,1,22.0,2,2,492,3,3,2,325,12,0,0,0,0,0,2,1,0,6,2010,3,2,12.007621706806335,0,0,0
1212,1213,30,2,3.912023005428146,9.142061531222888,0,1,3,3,0,3,0,6,2,0,0,1,4,6,68,59,1,0,4,4,2,0.0,3,3,1,4,4,4,5,344,6,0,328,672,0,4,1,3,6.51025834052315,0,0,6.51025834052315,1,0,1,0,2,1,3,4,4,0,3,0,68.0,3,1,234,3,3,0,0,113,0,0,0,0,0,2,1,0,8,2009,3,2,11.635143097694478,0,0,0
1213,1214,80,2,4.23410650459726,9.234642664499148,0,1,0,3,0,1,0,18,2,0,0,5,4,9,41,5,0,0,8,8,2,0.0,3,1,1,4,1,0,2,648,6,0,0,648,0,0,1,3,6.866933284461882,0,0,6.866933284461882,1,1,0,0,0,1,3,3,4,0,3,0,41.0,3,1,364,3,3,2,88,0,0,0,0,0,0,2,1,0,5,2006,3,2,11.884489021402711,1,0,0
1214,1215,85,2,4.23410650459726,9.230633075243945,0,1,0,3,0,3,0,11,2,0,0,4,5,5,44,44,0,0,4,4,2,0.0,3,3,1,4,4,0,1,784,6,0,141,925,0,4,1,3,6.906754778648554,0,0,6.906754778648554,1,0,1,0,3,1,3,6,4,0,3,0,44.0,3,1,300,3,3,2,150,72,0,0,0,0,0,2,1,0,5,2006,3,2,11.809319478024031,0,0,0
1215,1216,20,2,4.59511985013459,8.867004635333567,0,1,0,3,0,3,0,18,2,0,0,1,5,5,41,41,0,0,8,8,2,0.0,3,3,1,4,4,4,5,180,2,374,340,894,0,4,1,3,6.795705775173514,0,0,6.795705775173514,0,0,1,0,3,1,3,5,4,0,3,3,41.0,2,1,384,3,3,2,0,0,0,0,0,0,0,3,1,0,5,2007,3,2,11.736069016284437,0,0,0
1216,1217,90,3,4.219507705176107,9.097171673870545,0,1,3,3,0,3,0,18,5,0,2,0,6,5,32,32,0,0,8,8,2,0.0,3,3,4,3,2,2,4,0,3,0,0,0,0,4,1,3,7.183870715062453,584,0,7.550661243105336,0,0,2,0,4,2,3,8,4,0,3,0,32.0,3,2,539,3,3,2,0,0,0,0,0,0,0,2,1,0,4,2010,3,2,11.626254150277232,0,0,0
1217,1218,20,0,4.276666119016055,9.064157861798101,0,1,3,3,0,3,0,20,2,0,0,1,8,5,0,0,0,0,2,2,4,72.0,1,3,2,2,4,3,2,936,6,0,364,1300,0,0,1,3,7.1808311990445555,0,0,7.1808311990445555,1,0,2,0,3,1,2,6,4,0,3,0,0.0,2,2,552,3,3,2,135,112,0,0,0,0,0,2,1,0,9,2009,1,3,12.343466568968994,0,0,0
1218,1219,50,3,3.9512437185814275,8.738735461363474,0,1,3,3,0,3,0,2,2,0,0,0,4,5,59,56,0,0,0,0,2,0.0,3,3,4,3,2,2,4,0,3,0,0,0,0,2,0,3,6.51025834052315,240,0,6.815639990074331,0,0,1,0,2,1,3,3,4,0,3,4,26.0,1,0,0,1,1,0,0,0,0,0,0,0,0,2,1,0,7,2006,3,2,11.296012463406655,0,0,1
1219,1220,160,3,3.044522437723423,7.426549072397305,0,1,3,3,0,3,0,1,2,0,3,2,6,5,35,35,0,0,2,2,1,236.0,3,3,1,4,4,4,6,0,6,0,672,672,0,4,1,3,6.51025834052315,546,0,7.1049654482698426,0,0,1,1,3,1,3,7,4,0,3,4,26.0,1,0,0,1,1,0,201,0,0,0,0,0,0,2,1,0,4,2006,3,0,11.424094251263613,0,0,1
1220,1221,20,2,4.189654742026425,8.961879012677683,0,1,0,3,0,3,0,11,2,0,0,1,5,5,42,42,0,0,9,9,2,0.0,3,3,1,4,4,4,5,312,2,600,0,912,0,4,1,3,6.815639990074331,0,0,6.815639990074331,0,0,1,0,2,1,3,5,4,0,3,0,42.0,3,1,288,3,3,2,0,0,0,0,0,0,0,2,1,0,11,2006,3,0,11.652687407345388,0,0,0
1221,1222,20,2,4.007333185232471,9.017968479328726,0,1,3,3,0,3,0,18,1,0,0,1,5,5,40,40,1,0,3,3,2,0.0,3,3,1,4,4,4,1,250,2,492,210,952,0,0,1,3,7.099201743553092,0,0,7.099201743553092,0,0,1,0,3,1,3,5,4,1,5,0,40.0,3,1,322,3,3,2,0,63,0,0,0,0,0,2,1,0,8,2008,3,2,11.805595078933049,0,0,0
1222,1223,50,2,4.356708826689592,9.25874951118387,0,1,3,3,0,3,0,11,0,0,0,0,6,6,58,57,0,0,9,9,1,320.0,3,3,1,4,4,3,5,196,6,0,844,1040,0,0,1,3,7.0630481633881725,678,0,7.520776415062797,0,0,2,0,3,1,3,7,4,1,2,0,58.0,3,1,315,3,3,2,0,0,0,0,0,0,0,1,1,0,1,2007,3,2,11.870599909242044,0,0,0
1223,1224,20,2,4.48863636973214,9.276128112514186,0,1,3,3,0,3,0,11,2,0,0,1,5,3,55,55,1,0,9,9,1,44.0,3,3,1,4,0,4,3,756,6,0,1380,2136,0,4,0,0,7.666690200080086,0,0,7.666690200080086,0,0,2,0,4,1,3,7,2,0,3,3,55.0,3,2,528,3,3,2,0,30,0,0,0,0,0,3,1,0,10,2006,3,2,11.834284063781393,0,0,0
1224,1225,60,2,4.0943445622221,9.641083287268616,0,1,0,3,0,3,0,7,4,0,0,2,7,5,4,3,0,0,8,8,2,0.0,1,3,2,2,4,0,2,724,6,0,64,788,0,0,1,3,6.669498089857879,702,0,7.306531398939505,1,0,2,1,3,1,2,8,4,1,2,0,4.0,0,2,388,3,3,2,100,75,0,0,0,0,0,2,1,0,2,2008,3,2,12.122691036591123,0,0,0
1225,1226,80,2,4.174387269895637,9.257414779362112,0,1,3,3,0,3,0,11,2,0,0,5,6,8,49,49,1,0,8,8,1,63.0,3,1,1,4,4,0,2,507,6,0,81,588,0,0,1,3,7.037027614686276,0,0,7.037027614686276,0,1,1,0,3,1,3,6,4,0,3,0,49.0,2,1,264,3,3,2,224,0,0,0,0,0,0,4,1,0,6,2007,3,2,11.884489021402711,0,0,0
1226,1227,60,2,4.454347296253507,9.588639812011577,0,1,0,3,0,1,0,20,1,0,0,2,6,5,1,1,0,0,8,8,4,74.0,1,3,2,2,4,3,6,0,6,0,894,894,0,0,1,3,6.795705775173514,1039,0,7.566828479208331,0,0,2,1,4,1,2,9,4,1,2,2,1.0,0,3,668,3,3,2,100,18,0,0,0,0,0,2,1,0,1,2008,3,2,12.273731294003989,0,0,0
1227,1228,20,2,4.276666119016055,9.090655529030203,0,1,3,3,0,0,0,11,2,0,0,1,5,8,43,0,0,0,8,8,1,300.0,3,3,1,4,4,4,0,595,6,0,317,912,0,0,1,3,6.815639990074331,0,0,6.815639990074331,1,0,1,0,2,1,2,5,4,0,3,3,16.0,3,2,576,3,3,2,0,240,0,0,0,0,0,2,1,0,12,2008,3,2,11.898187865760873,0,0,0
1228,1229,120,2,4.174387269895637,9.078978053779355,0,1,3,3,0,0,0,14,2,0,4,1,9,5,0,0,1,0,4,4,1,766.0,0,3,2,0,4,4,2,1540,6,0,162,1702,0,0,1,3,7.43955930913332,0,0,7.43955930913332,1,0,1,1,1,1,0,7,4,1,2,0,0.0,0,3,1052,3,3,2,0,72,0,0,224,0,0,2,1,0,10,2008,1,3,12.813917896253697,0,0,0
1229,1230,80,2,4.248495242049359,8.9758830607617,0,1,3,3,0,3,0,11,2,0,0,5,5,5,48,48,1,0,1,3,2,0.0,3,3,1,4,4,4,0,666,6,0,409,1075,0,2,1,3,7.317876198626496,0,0,7.317876198626496,0,0,2,0,4,1,3,7,3,0,3,1,48.0,3,1,404,3,3,2,0,0,0,0,0,0,0,1,1,0,8,2008,3,2,11.751942365440728,0,0,0
1230,1231,90,2,4.23410650459726,9.846387960495555,0,1,0,3,0,3,0,18,1,1,2,0,5,5,30,30,2,0,5,5,2,1.0,3,3,1,2,4,4,2,498,5,211,652,1361,0,0,1,3,7.215975002651466,1259,0,7.8709295967551425,0,0,2,2,4,2,3,12,4,1,5,2,30.0,2,2,600,3,3,0,155,24,145,0,0,0,0,2,0,8300,8,2007,3,2,12.154779351142624,1,0,0
1231,1232,90,2,4.248495242049359,8.952605375892354,0,1,3,3,0,3,0,11,2,0,2,5,5,6,44,44,1,0,9,9,1,120.0,3,3,1,4,4,0,0,803,6,0,303,1106,0,4,1,3,7.081708586105575,0,0,7.081708586105575,1,0,1,0,3,1,3,6,4,0,3,0,44.0,3,2,540,3,3,2,0,18,0,0,0,0,0,1,1,0,5,2006,3,2,11.794337924408413,0,0,0
1232,1233,90,2,4.248495242049359,9.194414221425923,0,1,3,3,0,2,0,11,2,0,2,1,4,5,45,45,0,0,3,3,2,0.0,3,3,4,3,2,2,4,0,3,0,0,0,0,4,1,3,7.1098794630722715,0,0,7.1098794630722715,0,0,2,0,2,2,3,6,4,0,3,5,45.0,3,2,462,3,3,2,0,0,0,0,0,0,0,2,1,0,3,2007,3,2,11.53076538309856,0,0,0
1233,1234,20,2,4.23410650459726,9.405907155520158,0,1,0,3,0,3,0,11,2,0,0,1,5,5,51,51,1,0,5,5,1,180.0,3,3,1,4,4,4,5,1000,6,0,188,1188,0,1,1,3,7.080026499922591,0,0,7.080026499922591,1,0,1,0,3,1,3,6,4,0,3,0,51.0,2,2,531,3,3,2,0,0,0,0,0,0,0,3,1,0,5,2010,0,0,11.863582336583399,1,0,0
1234,1235,70,1,4.007333185232471,9.050758302151717,0,1,3,0,0,3,0,17,2,0,0,2,5,6,97,58,0,0,4,4,2,0.0,3,3,2,4,4,0,6,0,6,0,940,940,0,4,0,0,6.931471805599453,940,0,7.582738488914411,0,0,1,1,4,1,3,7,4,0,3,4,28.0,1,0,0,1,1,0,0,192,0,0,0,0,0,2,1,0,11,2008,3,0,11.77528972943772,0,0,1
1235,1236,70,2,4.564348191467836,9.482807278621483,0,1,3,3,0,3,0,5,2,0,0,2,5,5,92,56,0,0,9,9,2,0.0,3,3,0,2,4,3,6,0,6,0,747,747,0,2,1,1,6.79346613258001,892,0,7.486613313139955,0,0,1,1,4,1,3,9,4,0,3,3,92.0,3,1,180,0,0,0,203,40,0,0,0,0,0,2,1,0,7,2006,3,2,11.841415931849784,0,0,0
1236,1237,160,2,3.58351893845611,7.873978379604501,0,1,3,3,0,3,0,14,2,0,3,2,7,5,7,7,0,0,8,10,4,106.0,1,3,2,2,4,4,6,0,6,0,764,764,0,0,1,3,6.638567789166521,862,0,7.3938782901077555,0,0,2,1,2,1,2,6,4,0,3,2,7.0,2,2,474,3,3,2,0,27,0,0,0,0,0,2,1,0,6,2010,3,2,12.075394321888057,0,0,0
1237,1238,60,2,3.713572066704308,9.424887076064874,0,1,1,3,0,2,0,4,2,0,0,2,7,5,2,1,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,847,847,0,0,1,3,6.741700694652055,1101,0,7.5745584842024805,0,0,2,1,4,1,2,8,4,1,2,2,2.0,0,2,434,3,3,2,100,48,0,0,0,0,0,2,1,0,9,2006,3,2,12.180754837545884,0,0,0
1238,1239,20,2,4.143134726391533,9.478227817099784,0,1,3,3,0,3,0,19,5,0,0,1,6,5,1,1,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,1141,1141,0,0,1,3,7.039660349862076,0,0,7.039660349862076,0,0,1,1,3,1,3,6,4,0,3,3,1.0,3,2,484,3,3,2,0,0,0,0,0,0,0,2,1,0,3,2006,3,0,11.867097278690842,0,0,0
1239,1240,20,2,4.1588830833596715,9.109082539901955,0,1,0,1,0,3,0,22,2,0,0,1,8,5,1,1,1,0,8,8,1,32.0,1,3,2,2,4,0,2,428,6,0,1048,1476,0,0,1,3,7.302496423727326,0,0,7.302496423727326,0,0,2,0,2,1,0,6,4,1,2,0,1.0,2,2,472,3,3,2,120,33,0,0,0,0,0,2,1,0,12,2007,3,2,12.490875577231112,0,0,0
1240,1241,60,2,4.174387269895637,9.006754319877503,0,1,3,3,0,3,0,4,2,0,0,2,7,5,5,5,0,0,8,8,1,252.0,1,3,2,2,4,4,2,550,6,0,334,884,0,0,1,3,6.784457062637643,884,0,7.477604243197589,1,0,2,1,3,1,2,8,4,0,3,0,5.0,2,2,543,3,3,2,0,63,0,0,0,0,0,2,1,0,7,2008,3,2,12.323411137947407,0,0,0
1241,1242,20,2,4.418840607796598,9.195125206169703,0,1,3,3,0,3,0,20,2,0,0,1,7,6,0,0,1,0,8,8,4,0.0,1,3,2,2,4,0,6,0,6,0,1689,1689,0,0,1,3,7.4318919168078,0,0,7.4318919168078,0,0,2,0,3,1,2,7,4,0,3,0,0.0,2,3,954,3,3,2,0,56,0,0,0,0,0,2,1,0,6,2007,1,3,12.422505731952896,0,0,0
1242,1243,85,2,4.442651256490317,9.270964993792617,0,1,3,3,0,3,0,12,2,0,0,4,7,6,36,36,0,0,5,5,1,81.0,3,3,1,2,4,1,2,885,2,168,0,1053,0,4,1,3,7.067319848653476,0,0,7.067319848653476,1,0,2,0,3,1,2,6,4,2,5,0,36.0,2,2,528,3,3,2,0,120,0,0,0,0,0,3,1,0,1,2010,3,1,12.043553716032399,0,0,0
1243,1244,20,2,4.672828834461906,9.53899642739739,0,1,3,3,0,3,0,14,2,0,0,1,10,5,0,0,0,0,8,8,3,0.0,0,3,2,0,1,1,2,1386,6,0,690,2076,0,0,1,3,7.638198244285779,0,0,7.638198244285779,1,0,2,1,2,1,0,7,4,1,2,0,0.0,0,3,850,3,3,2,216,229,0,0,0,0,0,2,1,0,9,2006,1,3,13.049792684569493,0,1,0
1244,1245,70,2,4.23410650459726,9.344434106456882,0,1,0,1,0,0,1,5,2,0,0,2,8,7,77,56,0,0,1,7,2,0.0,3,3,2,2,4,4,6,0,6,0,792,792,0,1,1,3,6.674561391814426,725,0,7.324489979348532,0,0,1,0,3,1,2,7,4,2,2,3,75.0,3,2,400,3,3,2,0,0,0,0,0,0,0,2,1,0,6,2006,3,2,12.345834587905333,1,0,0
1245,1246,80,2,4.356708826689592,9.400133943608838,0,1,3,3,0,3,0,12,2,0,0,5,6,7,23,4,1,0,8,8,1,74.0,3,3,1,2,4,4,6,0,6,0,585,585,0,0,1,3,7.038783541388542,728,0,7.532623618788788,0,0,3,1,3,1,3,7,4,1,5,2,23.0,0,2,477,3,3,2,268,112,0,0,147,0,0,2,1,0,1,2007,3,0,12.089538829274222,0,0,0
1246,1247,60,0,4.174387269895637,9.002701007197938,0,1,3,3,0,3,0,20,2,0,0,2,7,5,1,0,0,0,8,8,2,0.0,1,3,2,2,4,4,6,0,6,0,756,756,0,0,1,3,6.628041376179533,797,0,7.347943823148687,0,0,2,1,3,1,2,6,4,0,3,0,1.0,2,2,615,3,3,2,0,45,0,0,0,0,0,2,1,0,3,2006,1,3,12.136186518066006,0,0,0
1247,1248,80,2,4.23410650459726,9.419628376999952,0,1,0,3,0,3,0,10,2,0,0,5,6,5,34,34,0,0,3,3,1,335.0,3,3,1,4,4,0,2,539,6,0,473,1012,0,4,1,3,6.9411900550683745,0,0,6.9411900550683745,1,0,1,0,3,1,3,6,4,0,3,0,34.0,3,3,888,3,3,2,0,0,0,0,0,0,0,2,1,0,5,2010,3,2,12.042965307660024,1,0,0
